Molecule,Manufacturer,Product,MIDAS Corporation,Corporation,ATC4,ATC3,ATC2,ATC1,Total Market,Market,Molecule Combination Type,Launch Year,Strength,Pack,Launch Date,Retail Price,NFC1,NFC2,NFC3,2022 LC Value,2022 Units,2023 LC Value,2023 Units,2024 LC Value,2024 Units,2025 LC Value,2025 Units,2026 LC Value,2026 Units
TAMSULOSIN,GLAXOSMITHKLINE RX,DUODART,GSK,GLAXOSMITHKLINE,G04C4 BPH ALPH-ANTAG+5ARI COMB,G04C BPH PRODUCTS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,LPO,COMBI,2014.0,0.40MG,CAPS 0.5MG .40 MG 30,201408,143.0,B ORAL SOLID RETARD,BC ORAL S RET CAPSULES,BCY ORAL S RET OTHER CAPSULES,823537.0,5759.0,1492205.0,10435.0,1121263.0,7841.0,2169453.0,15171.0,1556412.0,10884.0
TAMSULOSIN,GLAXOSMITHKLINE RX,DUODART,GSK,GLAXOSMITHKLINE,G04C4 BPH ALPH-ANTAG+5ARI COMB,G04C BPH PRODUCTS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,COMBI,2014.0,0.40MG,CAPS 0.5MG .40 MG 30,201408,143.0,B ORAL SOLID RETARD,BC ORAL S RET CAPSULES,BCY ORAL S RET OTHER CAPSULES,4423562.0,30934.0,5192616.0,36312.0,5588869.0,39083.0,5555979.0,38853.0,1504932.0,10524.0
TAMSULOSIN,JULPHAR,TAMSELAX PLUS,JULPHAR,JULPHAR*,G04C7 BPH 5ARI+/O ALPH-ANT+OTH,G04C BPH PRODUCTS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,COMBI,2025.0,0006MG,TABS M.R .4/ 6 MG 30,202508,214.5,B ORAL SOLID RETARD,BB ORAL S RET COATED TABS,BBC ORAL S RET FILM-COATED TABLETS,,,,,,,153368.0,715.0,98027.0,457.0
TAMSULOSIN,KSP,TAMSUPROST,KSPICO,KSP,G04C2 BPH ALPH-ADREN ANTAG PLN,G04C BPH PRODUCTS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,MONO,2024.0,0.40MG,MR TABS .40 MG 30,202409,44.0,B ORAL SOLID RETARD,BC ORAL S RET CAPSULES,BCA ORAL S RET CAPSULES,,,,,59620.0,1355.0,372504.0,8466.0,130064.0,2956.0
TAMSULOSIN,LEK SANDOZ,PROSTULOSIN,SANDOZ,SANDOZ,G04C2 BPH ALPH-ADREN ANTAG PLN,G04C BPH PRODUCTS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,LPO,MONO,2020.0,0.40MG,PRO/REL TABS .40 MG 30,202009,27.5,B ORAL SOLID RETARD,BA ORAL S RET TABLETS,BAA ORAL S RET TABLETS,152929.0,5561.0,148804.0,5411.0,133100.0,4840.0,621310.0,22593.0,60775.0,2210.0
TAMSULOSIN,LEK SANDOZ,PROSTULOSIN,SANDOZ,SANDOZ,G04C2 BPH ALPH-ADREN ANTAG PLN,G04C BPH PRODUCTS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,MONO,2020.0,0.40MG,PRO/REL TABS .40 MG 30,202009,27.5,B ORAL SOLID RETARD,BA ORAL S RET TABLETS,BAA ORAL S RET TABLETS,276928.0,10070.0,398808.0,14502.0,564056.0,20511.0,633520.0,23037.0,116271.0,4228.0
TAMSULOSIN,MACLEODS PHARMA,TAMSUMAC,MACLEODS PHARMA,MACLEODS PHARMA,G04C2 BPH ALPH-ADREN ANTAG PLN,G04C BPH PRODUCTS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,MONO,2017.0,0.40MG,CAPS HARD PR .40 MG 30,201708,66.0,B ORAL SOLID RETARD,BC ORAL S RET CAPSULES,BCA ORAL S RET CAPSULES,149490.0,2265.0,89364.0,1354.0,6006.0,91.0,,,,
TAMSULOSIN,PHARMA INTERNATION,URIFLO,AXANTIA,PHARMA INTERNATION,G04C2 BPH ALPH-ADREN ANTAG PLN,G04C BPH PRODUCTS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,MONO,2023.0,0.40MG,PRO. RE. TAB .40 MG 30,202311,46.5,B ORAL SOLID RETARD,BB ORAL S RET COATED TABS,BBC ORAL S RET FILM-COATED TABLETS,,,2325.0,50.0,,,326.0,7.0,,
TAMSULOSIN,SAJA,OMNIC,SAJA PHARM,SAJA*,G04C2 BPH ALPH-ADREN ANTAG PLN,G04C BPH PRODUCTS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,MONO,1999.0,0.40MG,CAPS L.A .40 MG 30,199912,110.0,B ORAL SOLID RETARD,BC ORAL S RET CAPSULES,BCA ORAL S RET CAPSULES,233640.0,2124.0,497640.0,4524.0,128150.0,1165.0,19030.0,173.0,,
TAMSULOSIN,SAJA,OMNIC OCAS,SAJA PHARM,SAJA*,G04C2 BPH ALPH-ADREN ANTAG PLN,G04C BPH PRODUCTS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,LPO,MONO,2014.0,0.40MG,F.C.TABS L.A .40 MG 30,201409,116.5,B ORAL SOLID RETARD,BB ORAL S RET COATED TABS,BBC ORAL S RET FILM-COATED TABLETS,3339823.0,28668.0,3915101.0,33606.0,6029692.0,51757.0,8995317.0,77213.0,2725285.0,23393.0
TAMSULOSIN,SAJA,OMNIC OCAS,SAJA PHARM,SAJA*,G04C2 BPH ALPH-ADREN ANTAG PLN,G04C BPH PRODUCTS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,MONO,2014.0,0.40MG,F.C.TABS L.A .40 MG 30,201409,116.5,B ORAL SOLID RETARD,BB ORAL S RET COATED TABS,BBC ORAL S RET FILM-COATED TABLETS,19348089.0,166078.0,19783800.0,169818.0,17104533.0,146820.0,20233606.0,173679.0,4726872.0,40574.0
TAMSULOSIN,TABUK PHARMACEUTI.,PROSTATAB,TABUK,TABUK PHARMACEUTI*,G04C2 BPH ALPH-ADREN ANTAG PLN,G04C BPH PRODUCTS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,LPO,MONO,2018.0,0.40MG,TABS PR .40 MG 30,201808,58.0,B ORAL SOLID RETARD,BA ORAL S RET TABLETS,BAA ORAL S RET TABLETS,1681594.0,28993.0,351480.0,6060.0,17574.0,303.0,242208.0,4176.0,100514.0,1733.0
TAMSULOSIN,TABUK PHARMACEUTI.,PROSTATAB,TABUK,TABUK PHARMACEUTI*,G04C2 BPH ALPH-ADREN ANTAG PLN,G04C BPH PRODUCTS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,MONO,2018.0,0.40MG,TABS PR .40 MG 30,201808,58.0,B ORAL SOLID RETARD,BA ORAL S RET TABLETS,BAA ORAL S RET TABLETS,2382814.0,41083.0,3122836.0,53842.0,3361738.0,57961.0,3372062.0,58139.0,861764.0,14858.0
TAMSULOSIN,UNITED PHARMA MAN,EZIFLO,MS PHARMA,UNITED PHARMA MAN,G04C2 BPH ALPH-ADREN ANTAG PLN,G04C BPH PRODUCTS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,MONO,2023.0,0.40MG,PRO/REL TABS .40 MG 30,202310,46.5,B ORAL SOLID RETARD,BB ORAL S RET COATED TABS,BBC ORAL S RET FILM-COATED TABLETS,,,22972.0,494.0,170053.0,3657.0,85980.0,1849.0,16648.0,358.0
TAPINAROF,ORGANON,VTAMA,ORGANON,ORGANON*,D05A0 TOP ANTIPSORIASIS PRDS,D05A TOP ANTIPSORIASIS PRDS,D05 NON-STER PRD INFLAM SKIN,D0 DERMATOLOGICALS,TOTAL MARKET,PRIVATE MARKET,MONO,2026.0,0001%,CREAM 1 % 1 60 G,202601,1981.5,M TOPIC DERMATOL HAEMOR EXTERN,MT TOP EXT CREAMS,MTA TOP EXT CREAMS N O S,,,,,,,,,984806.0,497.0
TARANTULA,HOMEOCAN,KIDS 0-9 CALM,HOMEOCAN,HOMEOCAN,N05B5 HERB HYPNOTICS/SEDATIVES,N05B HYPNOTICS & SEDATIVES,N05 PSYCHOLEPTICS,N0 NERVOUS SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2014.0,0000,SYRUP GRAPE 1 100 ML,201410,65.0,D ORAL LIQUID ORDINARY,DG ORAL L ORD LIQUIDS,DGM ORAL L ORD SYRUPS,12740.0,196.0,13910.0,214.0,10075.0,155.0,,,,
TARAXACUM OFFICINALE,21ST CENTURY,FAT BURNER,21ST CENTURY LABS,21ST CENTURY*,V06A0 SLIMMING PREPARATIONS,V06A SLIMMING PREPARATIONS,V06 GENERAL NUTRIENTS,V0 VARIOUS,TOTAL MARKET,PRIVATE MARKET,COMBI,2012.0,0000,TABS 60,201203,79.0,A ORAL SOLID ORDINARY,AA ORAL S ORD TABLETS,AAA ORAL S ORD TABLETS,168349.0,2131.0,17696.0,224.0,,,,,,
TARAXACUM OFFICINALE,BHARGAVA PHYTOLAB,TONIPHIB,BHARGAVA PHYTOLAB,BHARGAVA PHYTOLAB,V03X0 ALL OTH.THERAPEUTIC PRDS,V03X ALL OTH.THERAPEUTIC PRDS,V03 OTHER THERAPEUTIC PRODS,V0 VARIOUS,TOTAL MARKET,PRIVATE MARKET,COMBI,2018.0,0000,TABS 6,201804,17.0,A ORAL SOLID ORDINARY,AA ORAL S ORD TABLETS,AAA ORAL S ORD TABLETS,,,,,2380.0,140.0,,,,
TARAXACUM OFFICINALE,NOW INTERNATIONAL,DANDELION ROOT,NOW FOODS,NOW INTERNATIONAL*,A09A0 DIGESTIVES INCL ENZYMES,A09A DIGESTIVES INCL ENZYMES,A09 DIGESTIVES INCL ENZYMES,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,MONO,2021.0,0500MG,CAPS 500 MG 100,202110,71.43,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,9283.0,130.0,18001.0,252.0,29999.0,420.0,73644.0,1031.0,23430.0,328.0
TARAXACUM OFFICINALE,NOW INTERNATIONAL,SILY MARIN,NOW FOODS,NOW INTERNATIONAL*,A05B0 LIVER DIS HEP PROT&LIPOT,A05B LIVER DIS HEP PROT&LIPOT,A05 BILIARY TR&LIVER DIS PRD,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2020.0,0300MG,VCAPS 300 MG 100,202001,151.43,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,115693.0,764.0,149006.0,984.0,249101.0,1645.0,266973.0,1763.0,29075.0,192.0
TARAXACUM OFFICINALE,NOW INTERNATIONAL,SILY MARIN,NOW FOODS,NOW INTERNATIONAL*,A05B0 LIVER DIS HEP PROT&LIPOT,A05B LIVER DIS HEP PROT&LIPOT,A05 BILIARY TR&LIVER DIS PRD,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2020.0,0300MG,VCAPS 300 MG 200,202001,246.67,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,,,,,,,4933.0,20.0,494.0,2.0
TARAXACUM OFFICINALE,NOW INTERNATIONAL,WATER OUT,NOW FOODS,NOW INTERNATIONAL*,G04X0 ALL OTH UROLOGICAL PRODS,G04X ALL OTH UROLOGICAL PRODS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,COMBI,2024.0,0000,VEG CAP 100,202407,112.21,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,,,,,2132.0,19.0,24124.0,215.0,10885.0,97.0
TARAXACUM OFFICINALE,PALMECA,POLICOL ONE,PALMECA,PALMECA*,C10C0 LIP.REG.CO.W.OTH.LIP.REG,C10C LIP.REG.CO.W.OTH.LIP.REG,C10 LIPID-REG/A-ATHEROMA PRD,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2025.0,0000,CAPS 30,202501,157.08,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,,,,,,,86866.0,553.0,16494.0,105.0
TARLATAMAB,AMGEN,IMDELLTRA,AMGEN,AMGEN,L01G9 MAB A-NEOPLASTIC OTHER,L01G MAB ANTINEOPLASTICS,L01 ANTINEOPLASTICS,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,LPO,MONO,2025.0,0001MG,DRI VIAL INF 1 MG 1,202502,6008.62,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQD PARENT ORD INF DRY VIAL/BOTTLE,,,,,,,6009.0,1.0,,
TARLATAMAB,AMGEN,IMDELLTRA,AMGEN,AMGEN,L01G9 MAB A-NEOPLASTIC OTHER,L01G MAB ANTINEOPLASTICS,L01 ANTINEOPLASTICS,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,LPO,MONO,2025.0,0010MG,DRI VIAL INF 10 MG 1,202502,63393.75,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQD PARENT ORD INF DRY VIAL/BOTTLE,,,,,,,380363.0,6.0,,
TARLATAMAB,AMGEN,IMDYLLTRA,AMGEN,AMGEN,L01G9 MAB A-NEOPLASTIC OTHER,L01G MAB ANTINEOPLASTICS,L01 ANTINEOPLASTICS,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,PRIVATE MARKET,MONO,2025.0,0001MG,DVII+2V7MIVS 1 MG 1,202507,7431.5,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQD PARENT ORD INF DRY VIAL/BOTTLE,,,,,,,89179.0,12.0,29726.0,4.0
TARLATAMAB,AMGEN,IMDYLLTRA,AMGEN,AMGEN,L01G9 MAB A-NEOPLASTIC OTHER,L01G MAB ANTINEOPLASTICS,L01 ANTINEOPLASTICS,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,PRIVATE MARKET,MONO,2025.0,0010MG,DVII+2V7MIVS 10 MG 1,202507,74317.5,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQD PARENT ORD INF DRY VIAL/BOTTLE,,,,,,,4904957.0,66.0,2452478.0,33.0
TARTARIC ACID,ABBOTT INTERNATION,URAL EFFERVES,ABBOTT,ABBOTT,G04X0 ALL OTH UROLOGICAL PRODS,G04X ALL OTH UROLOGICAL PRODS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,LPO,COMBI,1998.0,0004MG,GRANULES 4 MG 28,199801,15.5,D ORAL LIQUID ORDINARY,DE ORAL L ORD PWDRS/GRNLS,DEP ORAL L ORD UNIT DOSE POWDERS,118516.0,7646.0,143685.0,9270.0,157373.0,10153.0,216102.0,13942.0,35030.0,2260.0
TARTARIC ACID,ABBOTT INTERNATION,URAL EFFERVES,ABBOTT,ABBOTT,G04X0 ALL OTH UROLOGICAL PRODS,G04X ALL OTH UROLOGICAL PRODS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,COMBI,1998.0,0004MG,GRANULES 4 MG 28,199801,15.5,D ORAL LIQUID ORDINARY,DE ORAL L ORD PWDRS/GRNLS,DEP ORAL L ORD UNIT DOSE POWDERS,3979520.0,256743.0,3071900.0,198187.0,3607442.0,232738.0,2715480.0,175192.0,767421.0,49511.0
TARTARIC ACID,CIPLA,URISODA,CIPLA,CIPLA*,G04X0 ALL OTH UROLOGICAL PRODS,G04X ALL OTH UROLOGICAL PRODS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,COMBI,2013.0,0000,GRN.EFF SACH 10 4 G,201303,12.5,D ORAL LIQUID ORDINARY,DE ORAL L ORD PWDRS/GRNLS,DEP ORAL L ORD UNIT DOSE POWDERS,23413.0,1873.0,,,,,,,,
TARTARIC ACID,IND-SWIFT LABORATO,URISOL,IND-SWIFT,IND-SWIFT LABORATO,A02A1 PLAIN ANTACIDS,A02A ANTACIDS ANTIFLATULENTS,A02 A-ACID A-FLAT A-ULCERANTS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,LPO,COMBI,2013.0,0000,POWD. SACHET 14,201307,14.0,D ORAL LIQUID ORDINARY,DE ORAL L ORD PWDRS/GRNLS,DEP ORAL L ORD UNIT DOSE POWDERS,,,,,,,,,,
TARTARIC ACID,IND-SWIFT LABORATO,URISOL,IND-SWIFT,IND-SWIFT LABORATO,A02A1 PLAIN ANTACIDS,A02A ANTACIDS ANTIFLATULENTS,A02 A-ACID A-FLAT A-ULCERANTS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2013.0,0000,POWD. SACHET 14,201307,14.0,D ORAL LIQUID ORDINARY,DE ORAL L ORD PWDRS/GRNLS,DEP ORAL L ORD UNIT DOSE POWDERS,901796.0,64414.0,1003366.0,71669.0,1077832.0,76988.0,691208.0,49372.0,182392.0,13028.0
TARTARIC ACID,NATIONAL PHARM IND,ALKA-UR,NATIONAL PHARM IND,NATIONAL PHARM IND,G04X0 ALL OTH UROLOGICAL PRODS,G04X ALL OTH UROLOGICAL PRODS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,LPO,COMBI,2007.0,0000,SACH.GRAN EF 10 4 G,200707,12.0,D ORAL LIQUID ORDINARY,DE ORAL L ORD PWDRS/GRNLS,DEP ORAL L ORD UNIT DOSE POWDERS,8640.0,720.0,,,,,1440.0,120.0,1368.0,114.0
TARTARIC ACID,NATIONAL PHARM IND,ALKA-UR,NATIONAL PHARM IND,NATIONAL PHARM IND,G04X0 ALL OTH UROLOGICAL PRODS,G04X ALL OTH UROLOGICAL PRODS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,COMBI,2007.0,0000,SACH.GRAN EF 10 4 G,200707,12.0,D ORAL LIQUID ORDINARY,DE ORAL L ORD PWDRS/GRNLS,DEP ORAL L ORD UNIT DOSE POWDERS,4760412.0,396701.0,4193508.0,349459.0,1984716.0,165393.0,3848664.0,320722.0,1077996.0,89833.0
TARTARIC ACID,NEOPHARMA,RENALKA,NEOPHARMA,NEOPHARMA,G04X0 ALL OTH UROLOGICAL PRODS,G04X ALL OTH UROLOGICAL PRODS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,COMBI,2012.0,0000,GRAN EFF 28 4 G,201211,23.5,D ORAL LIQUID ORDINARY,DE ORAL L ORD PWDRS/GRNLS,DEP ORAL L ORD UNIT DOSE POWDERS,47918.0,2039.0,,,374333.0,15929.0,52854.0,2249.0,21385.0,910.0
TARTARIC ACID,PHARCO,FAWAR,PHARCO,PHARCO,A02A1 PLAIN ANTACIDS,A02A ANTACIDS ANTIFLATULENTS,A02 A-ACID A-FLAT A-ULCERANTS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,1995.0,0000,POW.SAC FRUI 6 5 G,199504,6.0,D ORAL LIQUID ORDINARY,DE ORAL L ORD PWDRS/GRNLS,DEP ORAL L ORD UNIT DOSE POWDERS,48894.0,8149.0,56502.0,9417.0,5310.0,885.0,,,,
TARTARIC ACID,PHARCO,FAWAR,PHARCO,PHARCO,A02A1 PLAIN ANTACIDS,A02A ANTACIDS ANTIFLATULENTS,A02 A-ACID A-FLAT A-ULCERANTS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,1995.0,0000,POW.SAC LEMO 6 5 G,199504,6.0,D ORAL LIQUID ORDINARY,DE ORAL L ORD PWDRS/GRNLS,DEP ORAL L ORD UNIT DOSE POWDERS,27066.0,4511.0,25638.0,4273.0,2958.0,493.0,,,,
TARTARIC ACID,SPASO,ALKACURE,SPASO,SPASO*,G04X0 ALL OTH UROLOGICAL PRODS,G04X ALL OTH UROLOGICAL PRODS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,COMBI,2024.0,0000,EFF GRA SACH 10 4 G,202409,10.0,D ORAL LIQUID ORDINARY,DE ORAL L ORD PWDRS/GRNLS,DEP ORAL L ORD UNIT DOSE POWDERS,,,1669670.0,166967.0,2080490.0,208049.0,1652840.0,165284.0,,
TARTARIC ACID,SPASO,ALKACURE CRAN,SPASO,SPASO*,G04X0 ALL OTH UROLOGICAL PRODS,G04X ALL OTH UROLOGICAL PRODS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,COMBI,2024.0,0000,EFF GRANULES 10 4 G,202411,20.0,D ORAL LIQUID ORDINARY,DE ORAL L ORD PWDRS/GRNLS,DEP ORAL L ORD UNIT DOSE POWDERS,,,,,230360.0,11518.0,1238720.0,61936.0,52040.0,2602.0
TAURINE,ABBOTT NUTRITIONAL,PROPIMEX-2,ABBOTT,ABBOTT,V06B0 PROTEIN SUPPLEMENTS,V06B PROTEIN SUPPLEMENTS,V06 GENERAL NUTRIENTS,V0 VARIOUS,TOTAL MARKET,LPO,COMBI,2015.0,0000,POWDER MILK 1 400 G,201508,180.2,D ORAL LIQUID ORDINARY,DY ORAL L ORD OTH SPEC FORMS,DYH ORAL L FOOD NOT READY TO EAT,31895.0,177.0,,,,,,,,
TAURINE,ABBOTT NUTRITIONAL,PROPIMEX-2,ABBOTT,ABBOTT,V06B0 PROTEIN SUPPLEMENTS,V06B PROTEIN SUPPLEMENTS,V06 GENERAL NUTRIENTS,V0 VARIOUS,TOTAL MARKET,PRIVATE MARKET,COMBI,2015.0,0000,POWDER MILK 1 400 G,201508,180.2,D ORAL LIQUID ORDINARY,DY ORAL L ORD OTH SPEC FORMS,DYH ORAL L FOOD NOT READY TO EAT,11353.0,63.0,,,,,,,,
TAURINE,ALFA INTES,IALUVIT,ALFA INTES,ALFA INTES,S01K1 ARTIFIC TEAR&OCUL LUBRIC,S01K DRY EYE PRODUCTS,S01 OPHTHALMOLOGICALS,S0 SENSORY ORGANS,TOTAL MARKET,PRIVATE MARKET,COMBI,2021.0,0000,OPHTALM SOLU 15 .60 ML,202107,88.5,N OPHTHALMIC,NG OPHTHALMIC LIQUIDS,NGN OPHTHALMIC UNIT DOSE LIQUIDS,911289.0,10297.0,768447.0,8683.0,668091.0,7549.0,832079.0,9402.0,411615.0,4651.0
TAURINE,ALFA INTES,OFTAIAL PLUS,ALFA INTES,ALFA INTES,S01K1 ARTIFIC TEAR&OCUL LUBRIC,S01K DRY EYE PRODUCTS,S01 OPHTHALMOLOGICALS,S0 SENSORY ORGANS,TOTAL MARKET,LPO,COMBI,2021.0,0000,EY DR S-U D 15 .60 ML,202107,59.0,N OPHTHALMIC,NG OPHTHALMIC LIQUIDS,NGN OPHTHALMIC UNIT DOSE LIQUIDS,,,,,,,7021.0,119.0,,
TAURINE,ALFA INTES,OFTAIAL PLUS,ALFA INTES,ALFA INTES,S01K1 ARTIFIC TEAR&OCUL LUBRIC,S01K DRY EYE PRODUCTS,S01 OPHTHALMOLOGICALS,S0 SENSORY ORGANS,TOTAL MARKET,PRIVATE MARKET,COMBI,2021.0,0000,EY DR S-U D 15 .60 ML,202107,59.0,N OPHTHALMIC,NG OPHTHALMIC LIQUIDS,NGN OPHTHALMIC UNIT DOSE LIQUIDS,287389.0,4871.0,576194.0,9766.0,1667281.0,28259.0,1154630.0,19570.0,118944.0,2016.0
TAURINE,ALFA INTES,OFTAIAL PLUS,ALFA INTES,ALFA INTES,S01K1 ARTIFIC TEAR&OCUL LUBRIC,S01K DRY EYE PRODUCTS,S01 OPHTHALMOLOGICALS,S0 SENSORY ORGANS,TOTAL MARKET,PRIVATE MARKET,COMBI,2021.0,0000,EYE DROPS 1 10 ML,202107,60.0,N OPHTHALMIC,NG OPHTHALMIC LIQUIDS,NGB OPHTHALMIC DROPS,66180.0,1103.0,,,,,360.0,6.0,120.0,2.0
TAURINE,BMG PHARMA,GINOXIL,BMG PHARMA,BMG PHARMA,G02X9 OTHER GYNAECOLOGICALS,G02X OTH GYNAECOLOGICAL PRODS,G02 OTHER GYNAECOLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,COMBI,2014.0,0000,GEL 1 30 ML,201405,31.0,T VAGINAL,TV VAGINAL GELS/SOLS,TVA VAGINAL GELS/SOLS,,,,,,,,,,
TAURINE,BRITISH BIOLOGICAL,D PROTEIN,BRITISH BIOLOGICAL,BRITISH BIOLOGICAL,V06B0 PROTEIN SUPPLEMENTS,V06B PROTEIN SUPPLEMENTS,V06 GENERAL NUTRIENTS,V0 VARIOUS,TOTAL MARKET,PRIVATE MARKET,COMBI,2013.0,0000,PWD.MIL VANI 1 400 G,201303,40.0,D ORAL LIQUID ORDINARY,DY ORAL L ORD OTH SPEC FORMS,DYH ORAL L FOOD NOT READY TO EAT,24560.0,614.0,11640.0,291.0,22560.0,564.0,17960.0,449.0,,
TAURINE,FRESENIUS KABI,AMINOVEN,FRESENIUS,FRESENIUS KABI*,K01E1 AMINO ACID STANDARD SOLS,K01E AMINO-ACID SOLUTIONS,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,LPO,COMBI,2009.0,0010%,INFUS.BOTTLE 10 % 1 500 ML,200903,73.0,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQC PARENT ORD INF VIALS/BOTTLES,182500.0,2500.0,182500.0,2500.0,202575.0,2775.0,366095.0,5015.0,9490.0,130.0
TAURINE,FRESENIUS KABI,AMINOVEN,FRESENIUS,FRESENIUS KABI*,K01E1 AMINO ACID STANDARD SOLS,K01E AMINO-ACID SOLUTIONS,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,LPO,COMBI,2014.0,0010%,INFUS.BOTTLE 10 % 1 250 ML,201410,35.5,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQC PARENT ORD INF VIALS/BOTTLES,355710.0,10020.0,643615.0,18130.0,862508.0,24296.0,711136.0,20032.0,319500.0,9000.0
TAURINE,FRESENIUS KABI,AMINOVEN,FRESENIUS,FRESENIUS KABI*,K01E1 AMINO ACID STANDARD SOLS,K01E AMINO-ACID SOLUTIONS,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,LPO,COMBI,2020.0,0015%,INFUS.BOTTLE 15 % 1 500 ML,202003,39.73,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQC PARENT ORD INF VIALS/BOTTLES,181170.0,4560.0,305126.0,7680.0,333733.0,8400.0,135083.0,3400.0,,
